nombre;precio;volumen
(13,29 €/KILO);Tomate rallado natural Bonnysa tarrina 200 g;1,40 €
(7,00 €/KILO);Pimientos asados a la leña bandeja 350 g;2,69 €
(7,69 €/KILO);Acelga Vegecampo de Dia bolsa 300 g;1,45 €
(4,83 €/KILO);Ensalada de pasta, huevo y atún Al Punto Dia tarrina 250 g;2,79 €
(11,16 €/KILO);Brócoli al vapor micro Florette bolsa 225 g;1,75 €
(7,78 €/KILO);Ensalada wrap texas Al Punto Dia bandeja 300 g;2,99 €
(9,97 €/KILO);Ensalada huerta Al Punto Dia bandeja 400 g;2,39 €
(5,98 €/KILO);Ensalada mezclum Vegecampo de Dia bolsa 150 g;1,13 €
(7,53 €/KILO);Tomate rallado natural La gergaleña tarrina 200 g;1,39 €
(6,95 €/KILO);Ensalada brooklyn con bacon Al Punto Dia bandeja 200 g;2,79 €
(13,95 €/KILO);Remolacha cocida al vacío bandeja 500 g;0,99 €
(1,98 €/KILO);Brotes de batavia verde y roja DiqueSí bolsa 100 g;1,19 €
(11,90 €/KILO);Pimientos rojos y verdes asados Huerta Camporico bandeja 350 g;2,69 €
(7,69 €/KILO);Ensalada tex-mex Freshkia bandeja 200 g;2,89 €
(14,45 €/KILO);Ensalada antiox Florette bolsa 100 g;1,55 €
(15,50 €/KILO);Preparado para puré bandeja 750 g;2,50 €
Arándanos rojos deshidratados Naturmundo de Dia bolsa 150 g;1,73;(11,53 €/KILO)
Mango deshidratado Naturmundo de Dia bolsa 90 g;1,99;(22,11 €/KILO)
Ciruelas sin hueso Naturmundo de Dia bolsa 200 g;1,71;(8,55 €/KILO)
Dátiles sin hueso Naturmundo de Dia bolsa 250 g;2,19;(8,76 €/KILO)
Pasas sultanas sin pepitas Naturmundo de Dia bolsa 200 g;1,48;(7,40 €/KILO)
Dátiles Frit ravich bandeja 500 g;3,20;(6,40 €/KILO)
Dátiles rellenos con nueces Naturmundo de Dia bandeja 120 g;2,89;(16,58 €/KILO)
Leche semidesnatada Dia Láctea brik 6 x 1 l;5,10;(0,85 €/LITRO)
Leche entera Dia Láctea brik 6 x 1 l;5,64;(0,94 €/LITRO)
Leche desnatada Dia Láctea brik 6 x 1 l;4,86;(0,81 €/LITRO)
Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l;5,58;(0,93 €/LITRO)
Leche semidesnatada Dia Láctea brik 1 l;0,85;(0,85 €/LITRO)
Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l;5,40;(0,90 €/LITRO)
Leche entera Dia Láctea brik 1 l;0,94;(0,94 €/LITRO)
Leche semidesnatada sin lactosa Dia Láctea brik 1 l;0,93;(0,93 €/LITRO)
Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l;6,78;(1,13 €/LITRO)
Leche entera Central Lechera Asturiana brik 6 x 1 l;7,50;(1,25 €/LITRO)
Leche entera sin lactosa Dia Láctea brik 6 x 1 l;6,06;(1,01 €/LITRO)
Leche fresca entera Dia Láctea botella 1 l;1,09;(1,09 €/LITRO)
Leche entera Central Lechera Asturiana botella 6 x 1.5 l;11,64;(1,23 €/LITRO)
Leche desnatada Dia Láctea brik 1 l;0,81;(0,81 €/LITRO)
Leche entera Dia Láctea brik 3 x 200 ml;0,89;(1,48 €/LITRO)
Leche semidesnatada Central Lechera Asturiana botella 6 x 2.2 l;14,64;(1,11 €/LITRO)
Leche desnatada calcio Dia Láctea brik 1 l;0,97;(0,97 €/LITRO)
Leche semidesnatada calcio Dia Láctea brik 1 l;1,00;(1,00 €/LITRO)
Leche desnatada Central Lechera Asturiana brik 6 x 1 l;6,54;(1,09 €/LITRO)
Leche semidesnatada Central Lechera Asturiana botella 1.5 l;1,82;(1,15 €/LITRO)
Leche desnatada sin lactosa Dia Láctea brik 1 l;0,90;(0,90 €/LITRO)
Leche entera sin lactosa Dia Láctea brik 1 l;1,01;(1,01 €/LITRO)
Leche semidesnatada Pascual brik 6 x 1 l;7,74;(1,29 €/LITRO)
Leche semidesnatada Central Lechera Asturiana botella 6 x 1.5 l;10,92;(1,15 €/LITRO)
Leche semidesnatada Dia Láctea botella 1.5 l;1,47;(0,98 €/LITRO)
Leche entera Central Lechera Asturiana botella 1.5 l;1,94;(1,23 €/LITRO)
Leche semidesnatada Central Lechera Asturiana brik 1 l;1,13;(1,13 €/LITRO)
Leche entera Dia Láctea botella 1.5 l;1,53;(1,02 €/LITRO)
Leche desnatada omega 3 Dia Láctea brik 1 l;1,10;(1,10 €/LITRO)
Leche condensada Dia Láctea bote 450 g;2,59;(5,76 €/KILO)
Leche condensada Dia Láctea lata 1 Kg;3,89;(3,89 €/KILO)
Leche desnatada sin lactosa Central Lechera Asturiana brik 6 x 1 l;7,44;(1,24 €/LITRO)
Leche semidesnatada sin lactosa Central Lechera Asturiana brik 6 x 1 l;7,80;(1,30 €/LITRO)
Leche fresca semidesnatada Dia Láctea botella 1 l;1,03;(1,03 €/LITRO)
Leche entera sin lactosa Central Lechera Asturiana pack 6 x 1 l;8,04;(1,34 €/LITRO)
Leche desnatada Central Lechera Asturiana botella 6 x 1.5 l;10,56;(1,10 €/LITRO)
Leche entera Pascual brik 6 x 1 l;8,10;(1,35 €/LITRO)
Leche semidesnatada Lauki brik 1 l;1,10;(1,00 €/LITRO)
Leche desnatada Pascual brik 6 x 1 l;7,50;(1,25 €/LITRO)
Leche desnatada Central Lechera Asturiana botella 1.5 l;1,76;(1,10 €/LITRO)
Bebida de avena con calcio Vegedia brik 1 l;0,99;(0,99 €/LITRO)
Bebida de avena Vegedia brik 1 l;0,95;(0,95 €/LITRO)
Bebida de almendras 0% azúcares Vegedia brik 1 l;1,30;(1,30 €/LITRO)
Bebida de soja 0% azúcares Vegedia brik 1 l;0,75;(0,75 €/LITRO)
Bebida de avena 0% azúcares Vegedia brik 1 l;0,80;(0,80 €/LITRO)
Bebida de soja con calcio Vegedia brik 1 l;0,89;(0,89 €/LITRO)
Bebida de arroz Vegedia brik 1 l;0,99;(0,99 €/LITRO)
Bebida de avena con cacao Vegedia brik 250 ml;0,55;(2,20 €/LITRO)
Bebida de avena barista Vegedia brik 1 l;0,99;(0,99 €/LITRO)
Bebida de avena sin azúcar Alpro brik 1 l;1,99;(1,99 €/LITRO)
Bebida de almendras sin azúcar Alpro brik 1 l;1,99;(1,99 €/LITRO)
Bebida de soja Dia Vital brik 1 l;0,99;(0,99 €/LITRO)
Bebida de avena Pascual Vivesoy brik 1 l;1,90;(1,90 €/LITRO)
Bebida de soja Pascual Vivesoy brik 1 l;1,90;(1,90 €/LITRO)
Bebida de soja ligera Alpro pack 6 x 1 l;11,94;(1,99 €/LITRO)
Bebida de avena Alpro brik 1 l;1,99;(1,99 €/LITRO)
Bebida de almendras Alpro brik 1 l;1,99;(1,99 €/LITRO)
Bebida de almendras sin azúcar Alpro pack 6 x 1 l;11,94;(1,99 €/LITRO)
Bebida de avena Yosoy brik 1 l;1,65;(1,65 €/LITRO)
Bebida de almendras Alpro brik 6 x 1 l;11,94;(1,99 €/LITRO)
Bebida de avena Pascual Vivesoy pack 6 x 1 l;11,40;(1,90 €/LITRO)
Bebida de centeno Vivesoy brik 1 l;1,90;(1,90 €/LITRO)
Bebida de soja Pascual Vivesoy pack 6 x 1 l;11,40;(1,90 €/LITRO)
Bebida de soja ligera Alpro brik 1 l;1,99;(1,99 €/LITRO)
Bebida de avena sin azúcar Alpro pack 6 x 1 l;11,94;(1,99 €/LITRO)
Bebida de avena Alpro pack 6 x 1 l;11,94;(1,99 €/LITRO)
Batido de chocolate Dia Láctea brik 6 x 200 ml;1,40;(1,17 €/LITRO)
Batido de cacao 90% Dia lactea brik 6 x 200 ml;1,65;(1,38 €/LITRO)
Batido de fresa Dia lactea brik 6 x 200 ml;1,55;(1,29 €/LITRO)
Batido al cacao Dia botella 1 l;1,19;(1,19 €/LITRO)
Batido de chocolate Cacaolat botella 1 l;2,50;(2,50 €/LITRO)
Batido de vainilla Dia lactea brik 6 x 200 ml;1,55;(1,29 €/LITRO)
Batido de chocolate Puleva brik 6 x 200 ml;2,80;(2,33 €/LITRO)
Batido de cacao energy Colacao botella 4 x 188 ml;2,65;(3,52 €/LITRO)
Batido de chocolate 0% sin azúcar añadido Cacaolat botella 1 l;2,60;(2,60 €/LITRO)
Chocolate a la taza Ram brik 1 l;2,65;(2,65 €/LITRO)
Café con leche Puleva botella 1 l;2,19;(2,19 €/LITRO)
Batido de chocolate sin lactosa Puleva brik 6 x 200 ml;2,99;(2,49 €/LITRO)
Batido de chocolate enriquecido con proteínas Valio botella 260 g;2,25;(8,65 €/KILO)
Batido de chocolate Cacaolat pack 4 x 200 ml;3,85;(4,81 €/LITRO)
Batido de chocolate shake ColaCao vaso 200 ml;1,56;(7,80 €/LITRO)
Huevos frescos categoría A clase L Dia bandeja 12 unidades;2,36;(2,36 €/DOCENA)
Huevos frescos categoría A clase M Dia bandeja 24 unidades;3,96;(1,98 €/DOCENA)
Huevos frescos categoría A clase M Dia bandeja 12 unidades;2,10;(2,10 €/DOCENA)
Huevos frescos categoría A clase XL Dia bandeja 6 unidades;1,75;(3,50 €/DOCENA)
Huevos camperos categoría A clase M/L Dia bandeja 10 unidades;2,59;(3,11 €/DOCENA)
Huevos frescos de gallinas criadas en suelo categoría A clase M/L Dia bandeja 12 unidades;2,55;(2,55 €/DOCENA)
Huevos ecológicos categoría A clase M/L Dia bandeja 6 unidades;2,59;(5,18 €/DOCENA)
Huevos frescos maíz categoría A clase M/L Grupo de lucas caja 12 unidades;2,97;(2,97 €/DOCENA)
Claras de huevo pasteurizadas Ovonatur botella 500 ml;1,95;(3,90 €/LITRO)
Mantequilla sin sal Dia Láctea 250 g;2,39;(9,56 €/KILO)
Mantequilla con sal Dia Láctea 250 g;2,39;(9,56 €/KILO)
Mantequilla tradicional Central Lechera Asturiana tarrina 250 g;3,55;(14,20 €/KILO)
Mantequilla ligera fácil de untar Central Lechera Asturiana tarrina 250 g;3,65;(14,60 €/KILO)
Margarina Tulipán tarrina 400 g;2,65;(6,63 €/KILO)
Margarina ligera Diasol tarrina 500 g;1,45;(2,90 €/KILO)
Margarina vitaminada con sal Diasol tarrina 500 g;1,50;(3,00 €/KILO)
Margarina vitaminada Diasol tarrina 500 g;1,50;(3,00 €/KILO)
Margarina con sal Tulipán tarrina 400 g;2,65;(6,63 €/KILO)
Mantequilla con sal Dia Láctea tarrina 250 g;2,65;(10,60 €/KILO)
Margarina rica en omega 3 Flora tarrina 400 g;3,09;(7,73 €/KILO)
Margarina Natacha tarrina 450 g;1,49;(3,31 €/KILO)
Mantequilla ligera sin lactosa Central Lechera Asturiana tarrina 250 g;3,65;(14,60 €/KILO)
Margarina con un toque de aceite de oliva Flora tarrina 225 g;2,09;(9,29 €/KILO)
Margarina Proactiv tarrina 225 g;3,09;(13,73 €/KILO)
Mantequilla tradicional en rulo Central Lechera Asturiana 500 g;6,15;(12,30 €/KILO)
Nata para cocinar culinaria Dia lactea brik 3 x 200 ml;1,89;(3,15 €/LITRO)
Nata para cocinar 15% m.g Dia Láctea brik 500 ml;1,45;(2,90 €/LITRO)
Nata para montar Dia lactea brik 3 x 200 ml;2,39;(3,98 €/LITRO)
Nata montada Dia Láctea spray 250 g;1,99;(7,96 €/KILO)
Nata montada azucarada Central Lechera Asturiana spray 250 g;2,75;(11,00 €/KILO)
Nata para cocinar Central Lechera Asturiana brik 500 ml;2,75;(5,50 €/LITRO)
Leche evaporada Ideal brik 525 g;2,55;(4,86 €/KILO)
Leche evaporada sin lactosa Ideal brik 525 g;3,11;(5,92 €/KILO)
Nata para montar Central Lechera Asturiana brik 500 ml;2,75;(5,50 €/LITRO)
Nata para montar Central Lechera Asturiana brik 1 l;4,75;(4,75 €/LITRO)
Yogur griego stracciatella Fidias de Dia pack 6 x 125 g;2,19;(2,92 €/KILO)
Yogur griego natural Fidias de Dia pack 6 x 125 g;1,69;(2,25 €/KILO)
Yogur griego natural con azúcar de caña Fidias de Dia pack 6 x 125 g;1,56;(2,08 €/KILO)
Yogur griego Fidias de Dia vaso 1 Kg;2,27;(2,27 €/KILO)
Yogur griego con fresa Fidias de Dia pack 6 x 125 g;1,70;(2,27 €/KILO)
Yogur griego con nueces Fidias de Dia pack 4 x 125 g;1,65;(3,30 €/KILO)
Yogur griego con mora y frambuesa Fidias de Dia pack 4 x 125 g;1,65;(3,30 €/KILO)
Yogur griego natural con azúcar de caña Fidias de Dia tarrina 1 kg;2,27;(2,27 €/KILO)
Yogur griego natural ligero Fidias de Dia pack 6 x 125 g;1,47;(1,96 €/KILO)
Yogur griego natural Danone pack 4 x 110 g;1,41;(3,20 €/KILO)
Yogur griego stracciatella Danone vaso 4 x 110 g;1,41;(3,20 €/KILO)
Yogur griego con lima y limón Fidias de Dia pack 4 x 125 g;1,65;(3,30 €/KILO)
Yogur griego lima-limón Danone pack 4 x 110 g;1,41;(3,20 €/KILO)
Yogur griego con plátano y caramelo Fidias de Dia pack 4 x 125 g;1,79;(3,58 €/KILO)
Yogur griego con fresa Fidias de Dia pack 4 x 125 g;1,60;(3,20 €/KILO)
Yogur griego con manzana y canela Fidias de Dia pack 4 x 125 g;1,79;(3,58 €/KILO)
Yogur griego natural azucarado Oikos pack 4 x 110 g;2,64;(6,00 €/KILO)
Yogur griego stracciatella Oikos pack 4 x 110 g;2,60;(5,91 €/KILO)
Yogur griego sabor manzana y canela pack 4 x 120 g;1,60;(3,33 €/KILO)
Yogur griego con caramelo Oikos pack 2 x 110 g;1,69;(7,68 €/KILO)
Yogur griego natural Oikos pack 4 x 110 g;2,64;(6,00 €/KILO)
Yogur griego tarta de arándanos Oikos pack 2 x 110 g;1,69;(7,68 €/KILO)
Yogur griego con fresas Oikos pack 4 x 110 g;2,60;(5,91 €/KILO)
Yogur natural Dia Láctea pack 8 x 125 g;1,41;(1,41 €/KILO)
Yogur natural azucarado Dia Láctea pack 8 x 125 g;1,41;(1,41 €/KILO)
Yogur natural con azúcar de caña Dia Láctea pack 8 x 125 g;1,41;(1,41 €/KILO)
Yogur natural Danone pack 8 x 120 g;1,88;(1,96 €/KILO)
Yogur natural azucarado Danone pack 8 x 120 g;1,88;(1,96 €/KILO)
Yogur natural Danone pack 4 x 120 g;0,95;(1,98 €/KILO)
Yogur natural azucarado Danone pack 4 x 120 g;0,95;(1,98 €/KILO)
Yogur natural líquido con azúcar de caña Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Postre sin lactosa natural azucarado Dia Láctea pack 4 x 125 g;1,47;(2,94 €/KILO)
Postre lácteo natural alto en proteína Dia Láctea pack 4 x 120 g;1,28;(2,67 €/KILO)
Yogur natural Danone pack 2 x 130 g;1,94;(7,46 €/KILO)
Yogur natural de cabra Suerte Ampanera frasco 420 g;2,98;(7,10 €/KILO)
Yogur sabores Dia Láctea pack 16 x 125 g;2,54;(1,27 €/KILO)
Bebida de fresa Dia Láctea pack 12 x 100 g;2,26;(1,88 €/KILO)
Yogur sabor coco Dia Láctea pack 4 x 125 g;0,75;(1,50 €/KILO)
Yogur sabor limón Dia Láctea pack 4 x 125 g;0,75;(1,50 €/KILO)
Yogur con frutas Dia Láctea pack 8 x 125 g;1,99;(1,99 €/KILO)
Yogur sabor fresa y plátano Dia Láctea pack 8 x 125 g;1,50;(1,50 €/KILO)
Yogur sabor coco, fresa, frutos del bosque y macedonia Danone pack 8 x 120 g;1,88;(1,96 €/KILO)
Yogur líquido sabor fresa y plátano Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Yogur sabor galleta Dia Láctea pack 4 x 125 g;0,75;(1,50 €/KILO)
Yogur sabor macedonia Danone pack 4 x 120 g;0,95;(1,98 €/KILO)
Yogur sabor fresa Dia Láctea pack 4 x 125 g;0,75;(1,50 €/KILO)
Yogur sabor plátano Dia Láctea pack 4 x 125 g;0,75;(1,50 €/KILO)
Yogur sabor fresa, macedonia, limón y galleta Danone pack 8 x 120 g;1,88;(1,96 €/KILO)
Yogur líquido sabor fresa Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Yogur sabor coco Danone pack 4 x 125 g;0,95;(1,98 €/KILO)
Yogur sabor fresa Danone pack 4 x 120 g;0,95;(1,98 €/KILO)
Yogur cremoso con stracciatella Dia Láctea tarrina 1 Kg;2,35;(2,35 €/KILO)
Yogur líquido sabor fresa y plátano Dia Láctea pack 4 x 180 g;1,41;(1,96 €/KILO)
Yogur líquido sabor melocotón y maracuyá Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Yogur cremoso con melocotón y maracuyá Dia Láctea tarrina 1 Kg;2,35;(2,35 €/KILO)
Yogur líquido de fresa Dia Láctea pack 4 x 180 g;1,88;(2,61 €/KILO)
Yogur sabor limón Danone pack 4 x 125 g;0,95;(1,90 €/KILO)
Yogur líquido sabor piña y coco Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Postre sin lactosa sabor fresa Dia Láctea pack 4 x 125 g;1,47;(2,94 €/KILO)
Yogur con fresa Danone pack 2 x 130 g;1,88;(7,23 €/KILO)
Yogur cremoso con cereza y granola Dia Láctea vaso 230 g;1,41;(6,13 €/KILO)
Yogur desnatado líquido sabor fresa Dia Láctea botella 1 Kg;1,37;(1,37 €/KILO)
Yogur cremoso con fresa Dia Láctea tarrina 1 Kg;2,35;(2,35 €/KILO)
Yogur artesanal con frambuesa Pastoret vaso 125 g;0,84;(6,72 €/KILO)
Bebida con proteínas sabor mango Yopro botella 300 g;2,35;(7,83 €/KILO)
Yogur cremoso con naranja y granola Dia Láctea vaso 230 g;1,41;(6,13 €/KILO)
Yogur artesanal con melocotón y maracuyá Pastoret vaso 125 g;0,84;(6,72 €/KILO)
Bebida con proteínas sabor stracciatella Yopro botella 300 g;2,35;(7,83 €/KILO)
Petit de fresa y plátano Dia Láctea pack 6 x 50 g;0,99;(3,30 €/KILO)
Petit de fresa líquido Dia Láctea pack 4 x 80 g;1,93;(6,03 €/KILO)
Yogur de fresa líquido Danonino pack 4 x 70 g;2,35;(8,39 €/KILO)
Petit de fresa Dia Láctea pack 6 x 50 g;0,99;(3,30 €/KILO)
Petit de chocolate Nesquik pack 6 x 60 g;1,85;(5,14 €/KILO)
Yogur azucarado y trocitos de galleta con chocolate Nestlé pack 2 x 115 g;1,37;(5,96 €/KILO)
Petit de fresa Dia Láctea pack 4 x 100 g;1,31;(3,28 €/KILO)
Yogur con fresas y grageas de chocolate con leche Nestlé pack 2 x 128 g;1,37;(5,96 €/KILO)
Petit de fresa y plátano Danonino pack 6 x 50 g;1,44;(4,80 €/KILO)
Petit de fresa Danonino pack 6 x 50 g;1,47;(4,90 €/KILO)
Yogur azucarado y galleta con chocolate blanco Reina pack 2 x 143 g;1,79;(6,26 €/KILO)
Petit de fresa y plátano Dia Láctea pack 4 x 100 g;1,31;(3,28 €/KILO)
Yogur desnatado con frutas Dia Láctea pack 8 x 125 g;1,94;(1,94 €/KILO)
Yogur desnatado sabor limón, fresa y piña Dia Láctea pack 6 x 125 g;1,31;(1,75 €/KILO)
Yogur natural desnatado edulcorado Dia Láctea pack 6 x 125 g;1,03;(1,37 €/KILO)
Yogur natural desnatado Dia Láctea pack 6 x 125 g;1,03;(1,37 €/KILO)
Yogur desnatado sabor fresa zero Danone pack 4 x 120 g;1,22;(2,54 €/KILO)
Bebida de fresa y plátano/coco y piña L-Casei Dia pack 12 x 100 g;2,22;(1,48 €/KILO)
Yogur líquido de fresa L-Casei Dia pack 12 x 100 g;2,22;(1,48 €/KILO)
Cremoso desnatado con fresa Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso desnatado con nueces y cereales Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso con mango Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso desnatado con fresa, kiwi, piña y ciruela Bífidus Dia pack 8 x 125 g;2,45;(2,45 €/KILO)
Cremoso desnatado con melocotón Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso desnatado con piña y coco Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso lima y limón Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso desnatado con pera Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso natural desnatado Bífidus Dia pack 8 x 125 g;1,88;(1,88 €/KILO)
Cremoso con fresa y nueces Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Bebida natural L-Casei Dia pack 6 x 100 g;1,22;(2,03 €/KILO)
Bebida láctea natural Danacol pack 12 x 100 g;6,89;(5,74 €/KILO)
Cremoso natural Bífidus Dia pack 4 x 125 g;1,03;(2,06 €/KILO)
Cremoso desnatado con semillas, cereales y avellanas Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Bebida láctea de fresa Danacol pack 12 x 100 g;6,89;(5,74 €/KILO)
Cremoso natural desnatado edulcorado Bífidus Dia pack 4 x 125 g;1,03;(2,06 €/KILO)
Bebida desnatada natural Actimel pack 12 x 100 g;5,66;(4,13 €/KILO)
Bebida de fresa y plátano Actimel pack 6 + 2 x 100 g;3,58;(5,97 €/KILO)
Cremoso con fibra y cereales Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Yogur líquido de fresa Actimel pack 12 x 100 g;5,66;(4,13 €/KILO)
Bebida desnatada de fresa L-Casei Dia pack 6 x 100 g;1,28;(2,13 €/KILO)
Cremoso sabor vainilla Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Cremoso con manzanas asadas Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Bífidus natural desnatado edulcorado Activia vaso 8 x 120 g;3,79;(3,95 €/KILO)
Bífidus con avena y nueces Activia pack 4 x 115 g;2,99;(6,50 €/KILO)
Cremoso desnatado con ciruela y kiwi Bífidus Dia pack 4 x 125 g;1,22;(2,44 €/KILO)
Bífidus con frutos del bosque Activia pack 4 x 120 g;2,85;(5,94 €/KILO)
Bífidus natural Activia pack 8 x 120 g;3,79;(3,95 €/KILO)
Bebida láctea de fresa Danacol pack 6 x 100 g;4,25;(7,08 €/KILO)
Bífidus desnatado sabor mango Activia pack 4 x 115 g;1,89;(4,11 €/KILO)
Bífidus natural desnatado Activia pack 8 x 120 g;3,79;(3,95 €/KILO)
Bífidus cremoso sabor fresa Activia pack 4 x 115 g;1,89;(4,11 €/KILO)
Bífidus desnatado sabor vainilla Activia vaso 4 x 120 g;1,89;(3,94 €/KILO)
Bífidus desnatado con semillas chía y almendras Activia pack 4 x 115 g;2,54;(5,52 €/KILO)
Bífidus con mango Activia pack 4 x 120 g;2,85;(5,94 €/KILO)
Bebida natural Actimel pack 12 x 100 g;5,66;(4,13 €/KILO)
Bebida láctea natural Danacol pack 6 x 100 g;4,25;(7,08 €/KILO)
Bífidus natural Activia pack 4 x 120 g;2,79;(5,81 €/KILO)
Postre vegetal de soja sabor chocolate Vegedia pack 4 x 100 g;1,25;(3,13 €/KILO)
Postre de soja sabor vainilla Alpro vaso 400 g;2,05;(5,13 €/KILO)
Postre de soja con arándanos Alpro vaso 400 g;2,29;(5,73 €/KILO)
Postre vegetal de soja sabor vainilla Vegedia pack 4 x 100 g;1,49;(3,73 €/KILO)
Postre de soja sabor melocotón, piña y fruta de la pasión Alpro pack 4 x 125 g;1,99;(3,98 €/KILO)
Postre de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g;1,99;(3,98 €/KILO)
Postre vegetal de coco natural Alpro tarrina 350 g;2,59;(7,40 €/KILO)
Kéfir Dia Láctea vaso 500 g;1,50;(3,00 €/KILO)
Kéfir Pastoret tarrina 500 g;2,32;(4,64 €/KILO)
Kéfir desnatado Pastoret vaso 500 g;2,32;(4,64 €/KILO)
Postre de soja sabor mango Alpro vaso 400 g;2,59;(6,48 €/KILO)
Kéfir Activia vaso 345 g;1,88;(5,45 €/KILO)
Postre natural de soja con coco Alpro vaso 400 g;2,29;(5,73 €/KILO)
Postre de soja sabor frutos rojos Alpro vaso 400 g;2,59;(6,48 €/KILO)
Postre natural con avena Alpro vaso 400 g;2,29;(5,73 €/KILO)
Yogur de stracciatella alto en proteínas Dia Láctea pack 4 x 120 g;1,41;(2,94 €/KILO)
Kéfir de cabra Suerte Ampanera vaso 420 g;2,98;(7,10 €/KILO)
Postre natural desnatado rico en proteínas Reina vaso 180 g;0,84;(4,67 €/KILO)
Yogur de stracciatella alto en proteínas Dia Láctea pack 4 x 120 g;1,41;(2,94 €/KILO)
Mousse de cacao alta en proteínas Dia Láctea vaso 200 g;1,29;(6,45 €/KILO)
Postre lácteo natural alto en proteína Dia Láctea pack 4 x 120 g;1,28;(2,67 €/KILO)
Gelatina sabor frutas alto en proteínas Dia Láctea pack 4 x 100 g;1,59;(3,98 €/KILO)
Natillas sabor chocolate rico en proteínas Reina pack 4 x 125 g;2,79;(5,58 €/KILO)
Flan de huevo rico en proteí­nas Reina pack 2 x 160 g;1,99;(6,22 €/KILO)
Yogur desnatado de proteínas sabor stracciatella Danone pack 4 x 105 g;1,88;(4,48 €/KILO)
Natillas con caramelo alta en proteínas Dia Láctea tarrina 150 g;0,99;(6,60 €/KILO)
Preparado de queso quark con frambuesa alto en proteínas Dia Láctea tarrina 200 g;1,29;(6,45 €/KILO)
Postre lácteo natural alto en proteína Dia Láctea vaso 300 g;1,13;(3,77 €/KILO)
Preparado de queso quark con fresa alto en proteínas Dia Láctea tarrina 200 g;1,29;(6,45 €/KILO)
